length,descriptor,generated_count,real_count,generated_mean,real_mean,generated_std,real_std,generated_q05,generated_q50,generated_q95,real_q05,real_q50,real_q95,generated_mean_ci_low,generated_mean_ci_high,real_mean_ci_low,real_mean_ci_high,wasserstein_distance,ks_statistic,warning
256,radius_of_gyration,100,64,19.417740070345186,19.52311986695165,3.044524296287652,3.108461416535598,16.631132201123293,18.666770878011143,24.681480050355663,16.82940131827013,18.78176528736811,26.715569483279324,18.891016241961697,19.924249495099943,18.810352085975936,20.279037125507077,0.4922424957288471,0.10312500000000002,
256,triangle_violation_fraction,100,64,0.0012939453125,0.0,0.0015508215296052,0.0,0.0,0.0009765625,0.004907226562499999,0.0,0.0,0.0,0.0009910888671875,0.0015771484375,0.0,0.0,0.0012939453125000002,0.84,
256,triangle_violation_mean,100,64,0.0015594348637387157,0.0,0.002858732078308961,0.0,0.0,0.0005380427464842796,0.006629369501024484,0.0,0.0,0.0,0.0010562453625316266,0.002283053446095437,0.0,0.0,0.0015594348637387168,0.84,
256,negative_eigenvalue_mass_fraction,100,64,0.11132415233167085,5.451686573342051e-07,0.016919518452973233,2.5049969099126965e-08,0.08985677580103679,0.1110513924793168,0.13685638102612635,5.049465014017048e-07,5.443533773946592e-07,5.881265639853398e-07,0.10872593145198428,0.11460938573751482,5.383249298474017e-07,5.504095805280023e-07,0.11132360718581098,1.0,
256,rank3_residual_energy_fraction,100,64,0.1804781067148279,5.445978171339833e-07,0.0312966974259627,2.4997704517476874e-08,0.12568838505808816,0.18061317970421478,0.22749386394948554,5.043649974648685e-07,5.440510758235141e-07,5.869857471554998e-07,0.17440807432296027,0.18620655125610241,5.378661287176038e-07,5.506341654492812e-07,0.18047756215568417,1.0,
384,adjacent_residue_distance_mean,50,64,4.012914226148521,3.812486727918124,0.08182329568625164,0.017015275558226576,3.893603878513017,4.0056107458184345,4.160243243368114,3.7987824426850034,3.8075115820325873,3.853944215513645,3.9884116767865874,4.033264401244432,3.808344336466108,3.8168810081411553,0.20034642016729381,0.98,
384,contact_fraction_6A,50,64,0.012822835073977372,0.014402089497648434,0.0008068165688338286,0.0006752777692021823,0.011565083768494343,0.012823651000870323,0.014134573542210618,0.01332816072279998,0.014469103568320279,0.01523540842342572,0.012597822835073979,0.013052137728459529,0.014242989905350856,0.014582936680609957,0.0015795009015866428,0.78625,
384,contact_fraction_8A,50,64,0.023145670147954746,0.026366384340471886,0.0010799349225809722,0.0014870276055386695,0.021566987597911227,0.023083931679721496,0.024855172976501305,0.023495294821583985,0.026576001359635705,0.02838949630113142,0.022853697508703218,0.023444333387728458,0.02599800492142906,0.026711218098946887,0.0032277295878208627,0.84625,
384,contact_fraction_10A,50,64,0.040713392080069626,0.048451885180729494,0.0033676099617025138,0.0036877662142004116,0.03602249238468233,0.04036798302872063,0.04695999238468233,0.04150484116623151,0.048741845239690065,0.052483137510879026,0.03982512646866841,0.041626237489120976,0.04748815047540842,0.0491657940430218,0.007789062056864936,0.795,
384,long_range_contact_fraction,50,64,0.0037390951511462774,0.009470297364632788,0.001383807851582291,0.001973154811536119,0.002078804741616671,0.0033257977567168074,0.006423354490913833,0.005247369793930963,0.00941934528339479,0.012663832414288896,0.0033569109932469646,0.00410462133727502,0.008986960962464574,0.0099094872367628,0.0057356935701157255,0.890625,
384,distance_mean,50,64,28.0663623046875,28.83518871665001,2.519966757682886,4.943029561059675,25.329795265197752,27.376919746398926,33.78596210479736,25.50368461608887,27.475403785705566,34.01343193054199,27.301091948509217,28.77973639011383,27.73619815483689,30.240509367734195,0.8907829556200231,0.10812500000000003,
384,distance_std,50,64,11.67427614212036,12.453899309039116,2.172638565554859,4.199954128289179,9.428807878494263,11.440137386322021,16.571759128570555,9.704480171203613,11.286808013916016,16.863786268234247,11.078137676715851,12.198838828086853,11.664112630113959,13.596122842282057,0.8929814414845567,0.15437499999999998,
384,radius_of_gyration,50,64,21.478161412143074,22.20595246993414,2.2385367144881605,4.458511427891844,19.124276929107477,21.034326367870477,26.605024052634157,19.278582697813487,20.955288557052583,26.398919321935622,20.871120980298965,22.041843776725425,21.289423396818652,23.499694285676995,0.8473369978531504,0.11250000000000004,
384,triangle_violation_fraction,50,64,0.001611328125,0.0,0.0016464565722741568,0.0,0.0,0.0009765625,0.004931640624999997,0.0,0.0,0.0,0.00116162109375,0.0020615234375,0.0,0.0,0.0016021728515624996,0.92,
384,triangle_violation_mean,50,64,0.0026151190046221017,0.0,0.003144269949238583,0.0,0.0,0.001125191105529666,0.009360932663548736,0.0,0.0,0.0,0.0019410852551227434,0.003506707902764902,0.0,0.0,0.002604595828516822,0.92,
384,negative_eigenvalue_mass_fraction,50,64,0.1383303426153635,6.678092708056428e-07,0.01580219636214178,2.5619064305993693e-08,0.11301419412925298,0.14013956231824032,0.16226457161398952,6.188177125814547e-07,6.735952258876684e-07,7.026114958744325e-07,0.13371644931087523,0.14212610214111263,6.61728835036038e-07,6.745689424318504e-07,0.13833731142355715,1.0,
384,rank3_residual_energy_fraction,50,64,0.22325135927700807,6.67499776187561e-07,0.02758901215395096,2.5749898975318707e-08,0.1687596209236504,0.22770770301455673,0.2586927420224518,6.186357366231253e-07,6.736130425459649e-07,7.027799745991567e-07,0.21475555118029138,0.22932969539790793,6.612010502612195e-07,6.742978281298473e-07,0.22329090989356135,1.0,
500,adjacent_residue_distance_mean,25,64,4.024986123503568,3.8047874026710344,0.07938196827027781,0.010059207962136638,3.876194782104186,4.0471198472804675,4.127549539061491,3.7917048216829397,3.80313943839472,3.8238288328925396,3.998920835340668,4.060356363909038,3.802486178529365,3.8070925456019644,0.22080757709140758,1.0,
500,contact_fraction_6A,25,64,0.009862284569138277,0.011018913432254373,0.000507721676193468,0.0005457015016773831,0.00899879759519038,0.010092184368737475,0.01053947895791583,0.010149696217971679,0.01114966927665701,0.011644863980136474,0.00967184769539078,0.010035118236472948,0.010903362907728855,0.011156792200758183,0.001156987198835154,0.80375,
500,contact_fraction_8A,25,64,0.017839839679358715,0.020066266020048042,0.0007152353560975503,0.0008454218987756877,0.016809619238476955,0.017731462925851704,0.0190124248496994,0.018669880349180018,0.02008827156487311,0.021445171674700874,0.01755299398797595,0.018108296593186374,0.01985390570462978,0.020277585672003343,0.002232032075969409,0.86625,
500,contact_fraction_10A,25,64,0.031781322645290586,0.03687439698884092,0.0023680542043068367,0.0019272447589598204,0.028554709418837677,0.031326653306613224,0.03601923847695391,0.033336689960423514,0.037106371274452765,0.03992863653907744,0.03089257715430862,0.03263750701402805,0.03642496042433214,0.03731754896295968,0.00511729349614124,0.78625,
500,long_range_contact_fraction,25,64,0.002797320496852594,0.006804541214041011,0.0008937144870840241,0.0011870792846930909,0.0017571616117413404,0.002634059312619921,0.004700912242905709,0.005015860298536647,0.007165374456845872,0.008732082888676787,0.0024481940283434885,0.003184098024034739,0.006479065598500582,0.007092795431096311,0.0040188709595555365,0.9375,
500,distance_mean,25,64,30.056421585083008,32.19014257192612,2.4980611298919193,2.749159177110467,27.328184127807617,29.011798858642578,34.96754531860351,29.940709781646728,31.237980842590332,37.565291023254396,29.022684494018556,31.051458602905274,31.60344468951225,32.910390973836186,2.1771958810942516,0.6,
500,distance_std,25,64,12.437757301330567,14.110777169466019,2.4717253070511878,2.2856990155681793,10.11074104309082,11.266663551330566,17.00963096618652,12.193786525726319,13.355560779571533,17.518449687957762,11.578348795890808,13.384158264160156,13.542210922017693,14.819455454498529,1.7278349165405547,0.60875,
500,radius_of_gyration,25,64,22.995480454996112,24.836472778441596,2.314184219475711,2.43755529214618,20.583476581570583,21.985051268583504,27.468541956441232,22.846809943025807,23.986017108720127,29.817148102345715,22.077333752118868,23.943983033489783,24.242062879745706,25.50148286767851,1.885655289993914,0.6,
500,triangle_violation_fraction,25,64,0.00251953125,0.0,0.0013926205835918663,0.0,9.765625000000009e-05,0.0029296875,0.004785156249999999,0.0,0.0,0.0,0.00195263671875,0.0030078125,0.0,0.0,0.0025209699358258925,0.92,
500,triangle_violation_mean,25,64,0.004081004681065679,0.0,0.0028605221387267977,0.0,2.3278128355741522e-05,0.004085976630449295,0.008787349425256245,0.0,0.0,0.0,0.0027975084404461086,0.005202268539229408,0.0,0.0,0.004037142860137724,0.92,
500,negative_eigenvalue_mass_fraction,25,64,0.16265100072410094,7.276616916298953e-07,0.0184964127947345,2.686934295383569e-08,0.1278913991142722,0.16553007578017467,0.18674825276949444,6.967472670420792e-07,7.202127498337026e-07,7.85329151736604e-07,0.1553617710702746,0.16891779765807238,7.209898910475887e-07,7.345992030775504e-07,0.16280701934344605,1.0,
500,rank3_residual_energy_fraction,25,64,0.23920580760461146,7.27557352359152e-07,0.027599803971635258,2.689320150218562e-08,0.1947498487814087,0.23640062420210484,0.2827202535979747,6.965706004778244e-07,7.199281511832739e-07,7.861007153129587e-07,0.2291483461504122,0.24785581213365146,7.225222424421164e-07,7.341104667958396e-07,0.23938883313130777,1.0,
