length,descriptor,baseline_generated_mean,candidate_generated_mean,real_mean,baseline_abs_standardized_mean_discrepancy,candidate_abs_standardized_mean_discrepancy,mean_discrepancy_improvement,baseline_wasserstein_distance,candidate_wasserstein_distance,wasserstein_improvement,baseline_ks_statistic,candidate_ks_statistic,ks_improvement
256,contact_fraction_10A,0.0729132965686274,0.0604010416666666,0.0687267991155033,0.004186497453124091,0.008325757448836707,-0.004139259995712616,0.0041831989105533,0.0083290559914073,-0.004145857080854,0.313125,0.605,-0.291875
256,long_range_contact_fraction,0.0107127437091007,0.0069284220468191,0.0122853604851167,0.0015726167760160004,0.005356938438297601,-0.0037843216622816004,0.0015793036933627,0.005345290043029,-0.0037659863496662996,0.254375,0.540625,-0.28625
256,distance_mean,21.640451679229734,25.29075029373169,25.330715537071228,3.6902638578414937,0.03996524333953744,3.6502986145019563,3.6589739678122792,0.6148284842751246,3.0441454835371546,0.844375,0.125,0.719375
256,distance_std,7.990422563552856,10.791311068534853,11.056411653757095,3.0659890902042397,0.26510058522224256,2.800888504981997,3.038176395242865,0.7044381137327719,2.3337382815100933,0.8275,0.144375,0.683125
256,radius_of_gyration,16.283057382914794,19.43184062401965,19.52311986695165,3.240062484036855,0.09127924293199996,3.148783241104855,3.210779835749677,0.5825478585717634,2.6282319771779137,0.8475,0.125,0.7225
256,triangle_violation_fraction,0.004248046875,0.001279296875,0.0,0.004248046875,0.001279296875,0.0029687499999999996,0.004248046875,0.001279296875,0.0029687499999999996,0.99,0.8200000000000001,0.16999999999999993
256,triangle_violation_mean,0.0072506496228743,0.0016210476355627,0.0,0.0072506496228743,0.0016210476355627,0.0056296019873116,0.0072506496228743,0.0016210476355627,0.0056296019873116,0.99,0.8200000000000001,0.16999999999999993
256,negative_eigenvalue_mass_fraction,0.1623857036489349,0.1167030228956801,5.451686573342051e-07,0.16238515848027757,0.11670247772702277,0.045682680753254795,0.162385158503075,0.1167024777498202,0.045682680753254795,1.0,1.0,0.0
256,rank3_residual_energy_fraction,0.2340417018340421,0.1878990054678289,5.445978171339833e-07,0.23404115723622498,0.18789846087001177,0.04614269636621321,0.2340411572748983,0.1878984609086851,0.04614269636621321,1.0,1.0,0.0
384,adjacent_residue_distance_mean,3.591359594524996,3.924256510778133,3.812486727918124,0.22112713339312773,0.11176978286000905,0.10935735053311868,0.2211319130931908,0.1212948967517998,0.099837016341391,1.0,0.775,0.22499999999999998
384,contact_fraction_6A,0.0150902959094865,0.0135462902523933,0.0144020894976484,0.0006882064118381003,0.0008557992452551,-0.00016759283341699974,0.000708908364164,0.0008804236170966,-0.0001715152529326,0.4243749999999999,0.555,-0.13062500000000016
384,contact_fraction_8A,0.0293216927763272,0.0235574412532637,0.0263663843404718,0.0029553084358554006,0.0028089430872080996,0.000146365348647301,0.002952447025571,0.0028160123110221,0.00013643471454890003,0.464375,0.750625,-0.28625
384,contact_fraction_10A,0.0560487380330722,0.0413136422976501,0.0484518851807294,0.007596852852342802,0.0071382428830793,0.0004586099692635015,0.0075964137250218,0.0071441224673797,0.0004522912576421,0.6375,0.695,-0.057499999999999996
