timestep,predictor,target_mse_mean,target_mae_mean,target_correlation_mean,epsilon_mse_mean,epsilon_mae_mean,epsilon_correlation_mean,x0_reconstruction_mse_normalized_mean,x0_reconstruction_mae_normalized_mean,x0_reconstruction_mae_angstrom_mean,x0_reconstruction_rmse_angstrom_mean,negative_reconstructed_physical_fraction_mean,nonfinite_fraction_mean,snr_first,amplification_factor_first,valid_pair_count_sum,sample_count_sum,original_length_min,original_length_max,padded_length_min,padded_length_max,epsilon_prediction_min_min,epsilon_prediction_max_max,epsilon_prediction_mean_mean,epsilon_prediction_std_mean,true_epsilon_min_min,true_epsilon_max_max,x0_hat_min_min,x0_hat_max_max,x0_hat_mean_mean,x0_hat_std_mean,v_mse_mean,v_mae_mean,v_correlation_mean,epsilon_reconstruction_mse_mean,epsilon_reconstruction_mae_mean,epsilon_reconstruction_correlation_mean
50,model,0.017448177706683055,0.10085318377241492,0.9910613279789686,0.0169429067755118,0.09938218235038221,0.9915665220469236,0.0005052709570918523,0.01716234945342876,0.922905383631587,1.196807075291872,0.0,0.0,33.532318115234375,0.17269040608128125,779185,32,37,448,40,448,-4.907332420349121,4.9806227684021,0.0005167133958821069,0.9900880977511406,-4.815293312072754,5.105050563812256,0.029888182878494263,2.0814173221588135,0.43206798005849123,0.1959238846320659,0.017448177706683055,0.10085318377241492,0.9910613279789686,0.0169429067755118,0.09938218235038221,0.9915665220469236
50,noisy_input,0.9787947665899992,0.7913676276803017,0.6501310686580837,0.9504504296928644,0.7798250578343868,0.6762297097593546,0.028344309655949473,0.13466830318793654,7.241788282990456,9.019905239343643,0.046232910186517984,0.0,33.532318115234375,0.17269040608128125,779185,32,37,448,40,448,-0.7263067364692688,3.0294833183288574,0.4921108968555927,0.30204844241961837,-4.815293312072754,5.105050563812256,-0.5123948454856873,2.137239933013916,0.3471743846312165,0.21308912755921483,0.9787947665899992,0.7913676276803017,0.6501310686580837,0.9504504296928644,0.7798250578343868,0.6762297097593546
50,oracle,0.0,0.0,0.9999999944120646,2.534994493687721e-15,2.342228327956164e-08,0.9999999776482582,7.27596282359487e-16,1.502807747688628e-08,8.081348692456913e-07,1.4219936410597711e-06,0.0,0.0,33.532318115234375,0.17269040608128125,779185,32,37,448,40,448,-4.815293312072754,5.105050563812256,0.0017044909127434948,0.996911546215415,-4.815293312072754,5.105050563812256,0.05249546840786934,2.0931649208068848,0.4318628692999482,0.19675604975782335,0.0,0.0,0.9999999944120646,2.534994493687721e-15,2.342228327956164e-08,0.9999999776482582
50,zero,0.9717755690217018,0.7857886664569378,,0.9436345044523478,0.7743274979293346,0.6762296790257096,0.028141046001110226,0.13371893111616373,7.190735548734665,9.020310938358307,0.046232910186517984,0.0,33.532318115234375,0.17269040608128125,779185,32,37,448,40,448,-0.10695594549179077,0.44612178206443787,0.07246825634501874,0.04447965754661709,-4.815293312072754,5.105050563812256,-0.619350790977478,2.5833616256713867,0.41964263934642076,0.2575687854550779,0.9717755690217018,0.7857886664569378,,0.9436345044523478,0.7743274979293346,0.6762296790257096
100,model,0.011415332541218959,0.08253358525689691,0.9938062764704227,0.010237322872853838,0.07815911353100091,0.9949932303279638,0.0011780102067859843,0.02651312731904909,1.4257434755563736,1.8355094902217388,6.032236967712379e-06,0.0,8.690351486206055,0.33921990130593016,779185,32,37,448,40,448,-5.026258945465088,4.825437545776367,0.0008418985471507767,0.9953917786478996,-5.131877422332764,5.018362045288086,-0.04732838273048401,2.0571203231811523,0.43274337612092495,0.19297384028322995,0.011415332541218959,0.08253358525689691,0.9938062764704227,0.010237322872853838,0.07815911353100091,0.9949932303279638
100,noisy_input,0.779690383002162,0.7105696313083172,0.8278799019753933,0.6992299128323793,0.6729077734053135,0.8646160066127777,0.08046048833057284,0.22826371947303414,12.274882018566132,15.123195379972458,0.14080018200911582,0.0,8.690351486206055,0.33921990130593016,779185,32,37,448,40,448,-1.4597642421722412,3.372830390930176,0.5200758185237646,0.4760877154767513,-5.131877422332764,5.018362045288086,-0.7202575206756592,1.6641770601272583,0.25660890294238925,0.2349048750475049,0.779690383002162,0.7105696313083172,0.8278799019753933,0.6992299128323793,0.6729077734053135,0.8646160066127777
100,oracle,0.0,0.0,0.9999999850988388,3.610254565818841e-15,3.269598458643941e-08,0.9999999720603228,1.2329489335211176e-15,2.246348634882267e-08,1.207974008821111e-06,1.8601856730526833e-06,0.0,0.0,8.690351486206055,0.33921990130593016,779185,32,37,448,40,448,-5.1318769454956055,5.018362045288086,0.0034376774692645995,1.0018584951758385,-5.131877422332764,5.018362045288086,0.052495479583740234,2.0931644439697266,0.4318628441542387,0.19675604277290404,0.0,0.0,0.9999999850988388,3.610254565818841e-15,3.269598458643941e-08,0.9999999720603228
100,zero,0.9251338820904493,0.7675757259130478,,0.8296643253415823,0.7268924321979284,0.8646160252392292,0.09546959213912487,0.24657637672498822,13.259645104408264,16.61412739753723,0.14080018200911582,0.0,8.690351486206055,0.33921990130593016,779185,32,37,448,40,448,-0.3697533905506134,0.854326605796814,0.13173346081748605,0.12059142114594579,-5.131877422332764,5.018362045288086,-1.0900108814239502,2.5185036659240723,0.38834235817193985,0.35549629386514425,0.9251338820904493,0.7675757259130478,,0.8296643253415823,0.7268924321979284,0.8646160252392292
200,model,0.008256320106738713,0.0696948611875996,0.9938378408551216,0.005321103868482169,0.055951068294234574,0.9973925910890102,0.0029352159108384512,0.0415554060600698,2.2346420362591743,2.880357787013054,3.091919612074889e-05,0.0,1.8128491640090942,0.7427098290597577,779185,32,37,448,40,448,-4.597007751464844,4.867055892944336,0.0008989711968787617,0.9965416174381971,-4.595210075378418,4.972428321838379,-0.30593448877334595,2.0099058151245117,0.4327683560550213,0.18741614650934935,0.008256320106738713,0.0696948611875996,0.9938378408551216,0.005321103868482169,0.055951068294234574,0.9973925910890102
200,noisy_input,0.5131214112043381,0.610821501351893,0.9118944797664881,0.33070088643580675,0.49036779534071684,0.9635396432131529,0.18242050940170884,0.3642009571194649,19.584906965494156,22.38201105594635,0.2892727870494127,0.0,1.8128491640090942,0.7427098290597577,779185,32,37,448,40,448,-3.426766872406006,5.5350799560546875,0.486816531047225,0.8633697107434273,-4.595210075378418,4.972428321838379,-0.5059210062026978,0.817188024520874,0.07187261828221381,0.12746617454104125,0.5131214112043381,0.610821501351893,0.9118944797664881,0.33070088643580675,0.49036779534071684,0.9635396432131529
